Condition,Price,Mileage,Model_Year,Make,Model,Type,OBO,Seller_Status,Vehicle_Tile
Used,24000,20000,2005.0,Harley-Davidson,Other,Standard,True,private seller,Clear
Used,16999,20329,2012.0,Harley-Davidson,Other,Standard,True,dealer,Clear
Used,6450,27168,2008.0,Harley-Davidson,Touring,Touring,False,dealer,Salvage
Used,4490,50155,2007.0,Harley-Davidson,Touring,Touring,False,dealer,Salvage
Used,27977,10065,2014.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,3499,44173,2004.0,Harley-Davidson,Softail,Cruiser,True,dealer,Salvage
Used,12825,9300,2015.0,Harley-Davidson,Touring,Touring,False,private seller,"Rebuilt, Rebuildable &amp; Reconstructed"
Used,20991,3500,2017.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12999,3885,2014.0,Harley-Davidson,Softail,Standard,True,dealer,Clear
Used,8295,18283,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,35900,9500,2008.0,Harley-Davidson,Touring,Touring,False,private seller,"Rebuilt, Rebuildable &amp; Reconstructed"
Used,7499,5900,2003.0,Harley-Davidson,Touring,Cruiser,False,private seller,Clear
Used,1580,16,2016.0,Harley-Davidson,Sportster,Standard,False,private seller,"Rebuilt, Rebuildable &amp; Reconstructed"
Used,22677,1329,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,3888,16475,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,2575,3207,2010.0,Harley-Davidson,Sportster,Cruiser,False,dealer,Salvage
Used,5990,75645,2006.0,Harley-Davidson,Touring,Touring,False,dealer,Salvage
Used,21377,3668,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,6975,683,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,7475,576,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,25999,20608,2013.0,Harley-Davidson,Other,Standard,True,dealer,Clear
Used,27950,17095,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,14950,35000,2012.0,Harley-Davidson,Touring,Cruiser,True,private seller,"Rebuilt, Rebuildable &amp; Reconstructed"
Used,24999,8410,2016.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,7575,480,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,4188,22893,2004.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,13000,40182,2006.0,Harley-Davidson,Touring,Touring,False,dealer,"Rebuilt, Rebuildable &amp; Reconstructed"
Used,13588,4134,2016.0,Harley-Davidson,Dyna,Gasoline,False,dealer,Clear
Used,19999,8000,2013.0,Harley-Davidson,Touring,Cruiser,False,dealer,Clear
Used,6500,8286,2012.0,Harley-Davidson,Dyna,Cruiser,False,dealer,Salvage
Used,24900,3800,2016.0,Harley-Davidson,Touring,Touring,True,owner,Clear
Used,3500,2810,2001.0,Harley-Davidson,Dyna,Cruiser,False,dealer,Salvage
Used,3550,13187,2003.0,Harley-Davidson,Touring,Touring,False,private seller,Salvage
Used,500,32000,2006.0,Harley-Davidson,Touring,Touring,False,private seller,"Rebuilt, Rebuildable &amp; Reconstructed"
Used,5490,38714,2000.0,Harley-Davidson,Other,Cruiser,False,private seller,"Rebuilt, Rebuildable &amp; Reconstructed"
Used,4990,34321,2003.0,Harley-Davidson,Touring,Touring,False,dealer,Salvage
Used,9000,4980,2015.0,Harley-Davidson,Touring,Touring,False,private seller,Salvage
Used,23499,1225,2016.0,Harley-Davidson,Other,Standard,True,dealer,Clear
Used,4500,18125,2004.0,Harley-Davidson,Dyna,Cruiser,False,dealer,Salvage
Used,15977,12231,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,6750,84400,1998.0,Harley-Davidson,Touring,Cruiser,True,private seller,"Rebuilt, Rebuildable &amp; Reconstructed"
Used,499,99999,1999.0,Harley-Davidson,Touring,Touring,False,dealer,Salvage
Used,10000,3172,2004.0,Harley-Davidson,Other,Touring,False,private seller,Clear
Used,7500,44695,2010.0,Harley-Davidson,Touring,Touring,False,private seller,Salvage
Used,15777,7220,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,3500,13935,2009.0,Harley-Davidson,Dyna,Other,False,private seller,Salvage
Used,18877,1994,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,19777,1425,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,10498,20444,2011.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,16999,6551,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10500,5700,1973.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,8500,2429,2016.0,Harley-Davidson,Sportster,Sport Bike,True,private seller,"Rebuilt, Rebuildable &amp; Reconstructed"
Used,8500,2429,2016.0,Harley-Davidson,Sportster,Sport Bike,True,private seller,"Rebuilt, Rebuildable &amp; Reconstructed"
Used,18788,13337,2014.0,Harley-Davidson,Touring,Cruiser,False,dealer,Clear
Used,10500,244,2015.0,Harley-Davidson,Other,Other,False,owner,"Rebuilt, Rebuildable &amp; Reconstructed"
Used,500,7818,2010.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,10000,35000,2007.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,3999,24000,2001.0,Harley-Davidson,Sportster,Cruiser,False,private seller,Salvage
Used,3800,48428,2001.0,Harley-Davidson,Dyna,Cruiser,False,dealer,Salvage
Used,29995,11103,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,13950,7344,2012.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,19577,5076,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,23995,873,2017.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6500,17500,2010.0,Harley-Davidson,Softail,Cruiser,False,private seller,"Rebuilt, Rebuildable &amp; Reconstructed"
Used,5750,33930,2005.0,Harley-Davidson,Dyna,Cruiser,False,owner,"Rebuilt, Rebuildable &amp; Reconstructed"
Used,9450,6474,2008.0,Harley-Davidson,V-ROD,Cruiser,True,dealer,"Rebuilt, Rebuildable &amp; Reconstructed"
Used,16750,3021,2005.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10750,6895,2012.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,27000,14500,2011.0,Harley-Davidson,Other,Standard,True,private seller,Clear
Used,3399,44100,1995.0,Harley-Davidson,Dyna,Cruiser,False,private seller,Salvage
Used,500,2045,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,6995,16016,2010.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,4500,29000,1995.0,Harley-Davidson,Dyna,Cruiser,True,private seller,"Rebuilt, Rebuildable &amp; Reconstructed"
Used,3656,29241,2007.0,Harley-Davidson,Touring,Touring,False,dealer,"Rebuilt, Rebuildable &amp; Reconstructed"
Used,23999,1033,2016.0,Harley-Davidson,Other,Standard,True,dealer,Clear
Used,6000,37900,2006.0,Harley-Davidson,Other,Cruiser,False,private seller,Clear
Used,5996,15890,2005.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,19877,1641,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,23999,4575,2016.0,Harley-Davidson,Other,Standard,True,dealer,Clear
Used,8495,39687,2005.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
New,10000,7247,2017.0,Harley-Davidson,Touring,Touring,False,dealer,"Rebuilt, Rebuildable &amp; Reconstructed"
Used,19795,48358,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6499,14688,2012.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,7450,2839,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,20995,1922,2017.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6750,43,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,20950,12629,2013.0,Harley-Davidson,Touring,Gasoline,True,dealer,Clear
Used,500,1255,2014.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,6495,7892,2009.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,27000,24500,2010.0,Harley-Davidson,Touring,Cruiser,True,private seller,"Rebuilt, Rebuildable &amp; Reconstructed"
Used,8450,11564,2010.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,2475,28882,2007.0,Harley-Davidson,Softail,Standard,False,dealer,"Rebuilt, Rebuildable &amp; Reconstructed"
Used,6450,14268,2004.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6950,69,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,5995,10953,2011.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,18500,8800,2010.0,Harley-Davidson,Touring,Touring,False,private seller,"Rebuilt, Rebuildable &amp; Reconstructed"
Used,500,5184,2014.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,7750,140,2017.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10750,21170,2003.0,Harley-Davidson,Other,Other,False,dealer,Clear
Used,11970,3419,2014.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,7950,8419,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6495,3245,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,18450,4994,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,500,9690,2014.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,3950,28314,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,14995,18517,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,17950,13433,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,15950,29502,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10995,2680,2011.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,18995,3776,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,13495,908,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10995,16357,2009.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,30750,660,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,23950,20374,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,11995,14718,2012.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,17950,1611,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,27495,4545,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10995,37366,2007.0,Harley-Davidson,Touring,Cruiser,True,dealer,Clear
Used,51995,6685,2012.0,Harley-Davidson,Other,Cruiser,True,dealer,Clear
Used,14995,20605,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,500,112,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,9900,10500,2005.0,Harley-Davidson,Softail,Cruiser,False,dealer,Clear
Used,13495,1834,1989.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,8499,30224,2002.0,Harley-Davidson,Touring,Gasoline,True,dealer,Clear
Used,25495,21271,2009.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,11495,18617,2001.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,9995,12639,2004.0,Harley-Davidson,Touring,Cruiser,True,dealer,Clear
Used,11995,314,2003.0,Harley-Davidson,Touring,Cruiser,True,dealer,Clear
Used,9995,12639,2004.0,Harley-Davidson,Touring,Cruiser,True,dealer,Clear
Used,11995,314,2003.0,Harley-Davidson,Touring,Cruiser,True,dealer,Clear
Used,9995,10828,1997.0,Harley-Davidson,Touring,Cruiser,True,dealer,Clear
Used,500,11616,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,18495,6048,2014.0,Harley-Davidson,Touring,Cruiser,True,dealer,Clear
Used,7499,50728,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,4995,21902,2006.0,Harley-Davidson,Sportster,Cruiser,True,dealer,Clear
Used,9999,11418,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,14999,0,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,18299,861,2017.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,7499,18858,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,14999,13007,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10499,1114,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,5495,50573,2005.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,18995,9480,2011.0,Harley-Davidson,Touring,Cruiser,True,dealer,Clear
Used,13999,6005,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12499,4408,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,3999,12989,2005.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12495,19742,2007.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,11977,6157,2008.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,500,2277,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,38995,61,1958.0,Harley-Davidson,Touring,Cruiser,True,dealer,Clear
Used,11977,6157,2008.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,8990,5161,2009.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,21588,914,2017.0,Harley-Davidson,Touring,Gasoline,False,dealer,Clear
Used,3891,32466,2007.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,16988,2597,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,5999,32551,1995.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,18677,1683,2016.0,Harley-Davidson,Touring,Gasoline,False,dealer,Clear
Used,5999,30076,1992.0,Harley-Davidson,Softail,Standard,True,dealer,Clear
Used,11970,29229,2009.0,Harley-Davidson,Touring,Gasoline,False,dealer,Clear
Used,11777,9980,2010.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,13991,12141,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12588,11296,2005.0,Harley-Davidson,Softail,Gasoline,False,dealer,Clear
Used,13977,1921,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,13999,1043,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6491,29382,2008.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,13588,3732,2013.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,7988,26225,2006.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,18388,1175,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,12977,3956,2014.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,12577,3243,2013.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,18999,18732,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,2000,25612,1995.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12388,5168,2008.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,15877,3086,2014.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,7999,14965,2010.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,14988,409,2014.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,12977,4463,2011.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,5988,13018,2010.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,4991,3880,2010.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12000,720,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6991,18807,1996.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8499,45479,2002.0,Harley-Davidson,Softail,Standard,True,dealer,Clear
Used,9577,7725,2000.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,26500,19000,2011.0,Harley-Davidson,Softail,Standard,False,private seller,Clear
Used,14991,278,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,11291,6754,2011.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,5996,45530,2005.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8588,1616,2013.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,10877,20486,2007.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,11877,17313,2005.0,Harley-Davidson,Softail,Gasoline,False,dealer,Clear
Used,15388,1031,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,18999,1111,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,14291,473,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10977,10213,2005.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,9388,2082,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,12588,11707,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,17499,700,2016.0,Harley-Davidson,Softail,Standard,True,dealer,Clear
Used,9188,48095,2008.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,9588,146,2013.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,11377,10200,2011.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,20999,780,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12999,14762,2009.0,Harley-Davidson,Softail,Standard,True,dealer,Clear
Used,10999,6720,2009.0,Harley-Davidson,Softail,Standard,True,dealer,Clear
Used,7388,6739,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,12588,40108,2012.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,8499,5096,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12999,14762,2009.0,Harley-Davidson,Softail,Standard,True,dealer,Clear
Used,10999,6720,2009.0,Harley-Davidson,Softail,Standard,True,dealer,Clear
Used,10999,13181,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10577,23499,2012.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,16188,2556,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,15588,7726,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,8999,34480,2009.0,Harley-Davidson,Softail,Standard,True,dealer,Clear
Used,11999,15757,2008.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,9388,300,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,5999,73119,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8970,15516,2007.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,22999,1423,2017.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8388,697,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,9588,858,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,12877,8189,2012.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,15677,5608,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,15999,10835,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,15291,2827,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,13388,254,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,7992,245,2017.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12850,5953,2011.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,7570,879,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,13388,5841,2014.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,18299,3620,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10999,45827,2005.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,29588,1,2006.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,8499,29761,2002.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,18299,3620,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,29588,1,2006.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,10999,45827,2005.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8388,35,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,11588,8679,2012.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,13588,1184,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,8499,29761,2002.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,24999,7040,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,11491,1704,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6990,27139,2000.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10850,5958,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,11650,4012,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,14588,13679,2014.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,23999,28307,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,18950,2756,2015.0,Harley-Davidson,Touring,Gasoline,True,dealer,Clear
Used,6900,49302,2006.0,Harley-Davidson,Other,Standard,True,dealer,Clear
Used,8291,34589,2012.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,14950,6751,2007.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,7791,6044,2008.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,5991,3494,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,7588,27456,2001.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,10988,19847,2005.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,8992,7369,2009.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,11999,25464,2010.0,Harley-Davidson,Softail,Standard,True,dealer,Clear
Used,11999,3838,2014.0,Harley-Davidson,Other,Standard,False,dealer,Clear
Used,10991,713,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,11999,10832,2012.0,Harley-Davidson,Softail,Standard,True,dealer,Clear
Used,11750,5936,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,11588,8521,2014.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,12588,682,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,12499,30567,2004.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,18950,2756,2015.0,Harley-Davidson,Touring,Gasoline,True,dealer,Clear
Used,13996,2048,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,7770,114,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,7588,152,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,7188,14535,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,11588,4416,2011.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,10999,13449,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12677,3791,1991.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,8188,5161,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,4499,11050,1998.0,Harley-Davidson,Sportster,Standard,True,dealer,Clear
Used,9795,24325,2010.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,7491,6756,2004.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8491,6503,2011.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,7900,20624,2005.0,Harley-Davidson,Other,Standard,True,dealer,Clear
Used,6990,59981,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8388,1053,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,8588,1167,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,13577,14928,2006.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,12499,4733,2014.0,Harley-Davidson,Other,Standard,True,dealer,Clear
Used,13499,5469,2015.0,Harley-Davidson,Other,Standard,True,dealer,Clear
Used,6496,23976,2005.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,14977,16840,2011.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,30988,10723,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,8188,1839,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,29588,7028,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,23999,3338,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12588,7013,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,21877,712,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,20999,10655,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,21877,712,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,20999,10655,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10750,11489,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,5490,45074,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,7588,2282,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,19988,5092,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,14999,16770,2004.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10999,21775,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,4490,23513,1994.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8850,1043,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12750,13337,1997.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,24588,2565,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,12495,1740,2015.0,Harley-Davidson,Other,Cruiser,True,dealer,Clear
Used,6291,858,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,19491,24682,2010.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12991,12426,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,7996,807,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6250,275,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,5988,69706,2006.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,7988,1200,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,13588,1946,2014.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,22877,7234,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,13588,5414,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,6999,3464,2014.0,Harley-Davidson,Sportster,Standard,True,dealer,Clear
Used,5291,10947,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,13499,6386,2015.0,Harley-Davidson,Other,Standard,True,dealer,Clear
Used,11950,22830,2002.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,23777,2072,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,27988,7529,2014.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
